# Szpitale (id | nazwa | wsp. x | wsp. y | Liczba łóżek | Liczba wolnych łóżek) 
329 | Building | 344 | 338
326 | Building | -275 | 179
477 | Building | -322 | -274
987 | Building | 24 | 265
507 | Building | 101 | -413
771 | Building | -312 | -297
327 | Building | -372 | -292
486 | Building | -27 | -270
795 | Building | -153 | -75
736 | Building | 322 | 434
648 | Building | -96 | -85
978 | Building | -336 | 280
89 | Building | -400 | -127
624 | Building | 254 | 147
364 | Building | -378 | 189
861 | Building | 422 | 498
626 | Building | 283 | 261
727 | Building | -360 | 289
5 | Building | 318 | 217
456 | Building | 498 | 284
951 | Building | 132 | 260
520 | Building | 391 | 383
34 | Building | -443 | 369
580 | Building | -179 | -15
869 | Building | -141 | 25
822 | Building | -276 | 257
746 | Building | -457 | -5
416 | Building | -334 | 249
778 | Building | 78 | 256
616 | Building | -373 | 396
328 | Building | 319 | -337
251 | Building | 408 | 438
46 | Building | -250 | -284
523 | Building | 135 | -90
117 | Building | -99 | 478
739 | Building | 488 | -492
377 | Building | 385 | -362
238 | Building | 137 | -119
454 | Building | -295 | 361
835 | Building | 73 | -381
352 | Building | 240 | -137
336 | Building | 230 | -277
845 | Building | -483 | -344
346 | Building | 497 | -300
808 | Building | 119 | -205
70 | Building | -139 | -479
816 | Building | -292 | -357
220 | Building | -91 | 240
570 | Building | -142 | -253
359 | Building | 223 | -265
47 | Building | -498 | 494
205 | Building | 345 | 214
833 | Building | -121 | -162
339 | Building | 250 | -402
487 | Building | -156 | 315
455 | Building | -327 | -416
474 | Building | -361 | -258
480 | Building | 167 | -490
564 | Building | 155 | -214
619 | Building | 442 | -498
366 | Building | 191 | 368
948 | Building | 478 | -94
694 | Building | 275 | -268
242 | Building | -17 | -360
583 | Building | 26 | 252
982 | Building | -445 | -331
804 | Building | 412 | 203
345 | Building | 62 | -474
408 | Building | -54 | 27
84 | Building | -379 | 195
904 | Building | -330 | -262
971 | Building | -140 | 18
843 | Building | 405 | 49
358 | Building | -166 | -143
662 | Building | -303 | -168
119 | Building | -116 | 427
239 | Building | 55 | 104
0 | Building | 5 | -316
905 | Building | 480 | 127
19 | Building | 97 | -10
777 | Building | -480 | -232
235 | Building | -240 | 292
524 | Building | 185 | 416
153 | Building | 417 | 404
562 | Building | 180 | -366
903 | Building | -355 | 15
571 | Building | -482 | 183
491 | Building | -293 | 198
937 | Building | -175 | 80
62 | Building | 17 | -345
165 | Building | -419 | -208
641 | Building | 10 | 93
210 | Building | 90 | 219
429 | Building | -58 | -46
821 | Building | -248 | -166
786 | Building | -87 | -86
249 | Building | -33 | -299
863 | Building | 89 | -222
734 | Building | 109 | -226
264 | Building | -410 | -310
794 | Building | -344 | -1
839 | Building | 362 | -432
916 | Building | -60 | -122
206 | Building | -285 | 457
275 | Building | -491 | -77
373 | Building | 401 | -95
593 | Building | 302 | 331
313 | Building | 51 | 288
967 | Building | 23 | -247
459 | Building | 87 | 213
886 | Building | 21 | -329
362 | Building | -300 | 469
781 | Building | 100 | -76
988 | Building | -398 | -419
425 | Building | 12 | 99
291 | Building | 92 | 422
555 | Building | 145 | 74
834 | Building | -279 | -343
183 | Building | -375 | 144
400 | Building | -158 | 443
71 | Building | -53 | 287
768 | Building | -423 | 131
651 | Building | 290 | 186
244 | Building | -278 | 303
931 | Building | -425 | 184
154 | Building | 150 | -437
103 | Building | -155 | -221
683 | Building | 138 | -364
298 | Building | -429 | -207
438 | Building | 148 | -21
121 | Building | -297 | 337
584 | Building | -485 | 462
497 | Building | 210 | -425
409 | Building | -255 | -83
625 | Building | 193 | -278
578 | Building | -267 | -53
560 | Building | 336 | -441
137 | Building | -467 | 255
505 | Building | 487 | 113
237 | Building | 171 | 276
974 | Building | 63 | -218
899 | Building | -133 | -374
722 | Building | 56 | 72
975 | Building | 266 | -106
647 | Building | 252 | -460
31 | Building | 238 | -324
159 | Building | -440 | -108
762 | Building | 257 | -246
850 | Building | -311 | 37
851 | Building | 0 | 157
484 | Building | -432 | -440
394 | Building | 220 | 128
1000 | Building | 323 | -281
40 | Building | -34 | -261
915 | Building | 201 | 485
12 | Building | 3 | -252
998 | Building | 333 | 456
966 | Building | -476 | 175
705 | Building | 392 | 348
270 | Building | 123 | -358
875 | Building | -260 | 425
22 | Building | 363 | 339
69 | Building | -37 | 364
751 | Building | -47 | -400
216 | Building | -362 | -175
120 | Building | -131 | -150
374 | Building | -222 | 73
48 | Building | -209 | 222
232 | Building | 396 | 177
337 | Building | -19 | -420
437 | Building | -301 | 314
680 | Building | -266 | -126
414 | Building | 108 | 155
168 | Building | -105 | -428
106 | Building | -347 | 269
870 | Building | -57 | -35
970 | Building | 236 | -225
158 | Building | 328 | 44
278 | Building | -416 | 75
960 | Building | 196 | 200
35 | Building | 211 | -279
248 | Building | 160 | -65
640 | Building | -227 | 345
208 | Building | 264 | -17
79 | Building | -306 | 384
444 | Building | 261 | 302
325 | Building | 393 | -453
217 | Building | 154 | 299
629 | Building | 410 | 353
824 | Building | 47 | -20
269 | Building | -343 | -467
399 | Building | -172 | -215
370 | Building | -40 | -256
231 | Building | 398 | -289
820 | Building | 371 | 491
675 | Building | -433 | 156
426 | Building | 346 | 218
829 | Building | 152 | -115
142 | Building | -69 | 401
230 | Building | -197 | -293
807 | Building | -138 | 169
57 | Building | -113 | -332
579 | Building | -214 | 33
18 | Building | -122 | 92
519 | Building | 386 | 150
944 | Building | -21 | 266
308 | Building | -461 | 160
540 | Building | -25 | 236
443 | Building | 378 | -60
20 | Building | 125 | 426
403 | Building | 110 | 268
831 | Building | -208 | -240
102 | Building | 317 | -322
836 | Building | 247 | -255
613 | Building | -499 | 475
887 | Building | 365 | -497
508 | Building | -426 | -290
467 | Building | 479 | -179
977 | Building | -239 | -33
290 | Building | -9 | -203
699 | Building | 48 | -11
844 | Building | -201 | -469
531 | Building | -161 | 162
226 | Building | -348 | -500
677 | Building | 315 | 233
817 | Building | -392 | 274
193 | Building | 37 | 394
368 | Building | 343 | -335
986 | Building | 338 | 291
146 | Building | 106 | -40
181 | Building | -458 | -330
23 | Building | 335 | 333
725 | Building | -180 | 275
81 | Building | -399 | -23
538 | Building | 36 | 286
310 | Building | 329 | 459
855 | Building | -500 | 34
509 | Building | -63 | 46
43 | Building | -302 | -206
229 | Building | 75 | 342
410 | Building | 263 | -116
433 | Building | -48 | 97
894 | Building | 131 | -254
547 | Building | 190 | -2
140 | Building | 65 | 88
453 | Building | 71 | -495
732 | Building | 456 | -45
907 | Building | 174 | 270
14 | Building | 53 | 123
145 | Building | -320 | 76
378 | Building | -422 | 110
787 | Building | -359 | -422
274 | Building | 375 | 121
365 | Building | -393 | -140
713 | Building | -106 | -135
343 | Building | -324 | 164
901 | Building | -414 | 89
830 | Building | 489 | 120
690 | Building | -185 | -180
353 | Building | 262 | -124
332 | Building | 72 | 341
405 | Building | -80 | -151
407 | Building | -174 | -78
912 | Building | -296 | 442
311 | Building | -391 | 472
712 | Building | -470 | 301
639 | Building | 121 | -393
606 | Building | 170 | 329
642 | Building | 413 | -257
922 | Building | 418 | 124
475 | Building | -421 | -438
618 | Building | 151 | -62
972 | Building | 342 | 402
58 | Building | -328 | 114
221 | Building | 395 | -371
227 | Building | 54 | 492
515 | Building | -170 | -304
194 | Building | -123 | 407
395 | Building | 495 | -181
367 | Building | -272 | 340
500 | Building | 46 | 376
576 | Building | -176 | 471
980 | Building | 224 | 17
464 | Building | -487 | 483
962 | Building | 483 | -37
927 | Building | -339 | -493
788 | Building | 197 | -346
812 | Building | 298 | -199
292 | Building | 337 | -429
856 | Building | -8 | 66
779 | Building | 233 | -463
544 | Building | -95 | -74
621 | Building | -389 | -359
112 | Building | 147 | -398
451 | Building | -288 | 246
947 | Building | -319 | -349
934 | Building | -402 | 192
628 | Building | -405 | -228
696 | Building | -243 | 32
702 | Building | -160 | -105
279 | Building | 469 | -496
297 | Building | -281 | 373
884 | Building | 331 | -184
780 | Building | 444 | -153
902 | Building | 183 | -100
199 | Building | 414 | 432
383 | Building | -101 | 146
622 | Building | -424 | -32
490 | Building | -183 | 335
317 | Building | -495 | -49
685 | Building | -82 | 196
537 | Building | -449 | -235
530 | Building | 35 | 172
730 | Building | -150 | 185
240 | Building | 157 | -123
371 | Building | 467 | 60
847 | Building | -45 | -8
350 | Building | -109 | -44
744 | Building | 448 | -476
709 | Building | 403 | 129
993 | Building | -242 | 389
589 | Building | 452 | -433
953 | Building | -206 | 116
143 | Building | 218 | 428
731 | Building | -234 | 190
461 | Building | 83 | 441
492 | Building | 205 | -91
469 | Building | -146 | -264
335 | Building | 285 | -491
442 | Building | -374 | -407
921 | Building | 326 | 176
652 | Building | -282 | 140
707 | Building | 370 | 132
755 | Building | 14 | -39
488 | Building | -114 | -89
363 | Building | 9 | 226
569 | Building | -42 | 210
955 | Building | -382 | 251
895 | Building | -66 | 227
553 | Building | -368 | -241
529 | Building | -162 | 106
592 | Building | -97 | 259
138 | Building | -181 | -456
841 | Building | -128 | -421
435 | Building | -125 | -328
679 | Building | 305 | -347
862 | Building | -147 | 149
992 | Building | 225 | 253
615 | Building | 168 | 495
748 | Building | 214 | -141
289 | Building | -43 | -411
354 | Building | -394 | 293
698 | Building | 296 | -245
597 | Building | 494 | -248
876 | Building | 217 | 453
645 | Building | 420 | 377
176 | Building | 436 | 397
98 | Building | 234 | 336
810 | Building | 102 | -315
390 | Building | 82 | 70
543 | Building | -350 | 56
684 | Building | 423 | -204
479 | Building | -44 | 454
333 | Building | 28 | -480
774 | Building | -246 | -197
954 | Building | 40 | -161
923 | Building | 453 | 3
818 | Building | -18 | -171
714 | Building | 327 | -110
90 | Building | 301 | 148
775 | Building | 428 | 330
348 | Building | -92 | -165
402 | Building | 219 | -87
360 | Building | -126 | 208
430 | Building | 445 | -451
281 | Building | -268 | -417
574 | Building | -32 | -132
518 | Building | -366 | 398
195 | Building | 95 | -178
384 | Building | -117 | 101
770 | Building | 166 | -163
811 | Building | 114 | -485
741 | Building | 126 | 224
620 | Building | -309 | 181
840 | Building | -132 | -404
258 | Building | 98 | -92
134 | Building | 465 | -388
814 | Building | 203 | 250
135 | Building | 80 | -306
25 | Building | 351 | 180
372 | Building | 209 | -327
506 | Building | -144 | -340
950 | Building | -385 | -149
711 | Building | 424 | -202
745 | Building | -102 | -372
330 | Building | -196 | 310
63 | Building | -492 | 85
406 | Building | 194 | 5
42 | Building | 416 | -287
462 | Building | 267 | 6
393 | Building | 462 | -439
740 | Building | 421 | 254
643 | Building | 129 | -350
130 | Building | 288 | 35
296 | Building | -233 | 371
769 | Building | -104 | -57
45 | Building | 451 | 277
215 | Building | -376 | -379
17 | Building | 188 | -466
283 | Building | 481 | 191
563 | Building | -228 | -6
164 | Building | -369 | 138
842 | Building | -56 | -298
880 | Building | -157 | -326
857 | Building | 11 | 8
965 | Building | 45 | -334
573 | Building | -262 | 61
525 | Building | -127 | -237
37 | Building | 399 | 13
432 | Building | 8 | 39
809 | Building | 184 | 21
15 | Building | 248 | -263
859 | Building | 4 | -117
757 | Building | 279 | 323
263 | Building | 57 | -196
666 | Building | 20 | -478
632 | Building | 59 | -285
64 | Building | 282 | 220
218 | Building | 373 | -102
832 | Building | 355 | 119
513 | Building | -412 | 159
660 | Building | -452 | 386
596 | Building | 499 | 282
86 | Building | -256 | -130
436 | Building | -411 | 154
52 | Building | 77 | 440
761 | Building | -11 | 354
375 | Building | -204 | 165
397 | Building | 141 | -55
449 | Building | -244 | -121
588 | Building | -41 | 216
431 | Building | -224 | 81
147 | Building | -299 | 321
536 | Building | -30 | 242
928 | Building | 466 | -93
892 | Building | 133 | 91
673 | Building | 415 | 311
697 | Building | -225 | -325
241 | Building | -481 | 221
994 | Building | 142 | 476
926 | Building | 242 | 168
689 | Building | -55 | -266
162 | Building | 49 | -19
888 | Building | 111 | -158
630 | Building | -207 | -73
334 | Building | -471 | -377
595 | Building | -213 | -147
93 | Building | 256 | -283
243 | Building | 402 | 51
73 | Building | -413 | 232
644 | Building | 235 | 464
657 | Building | 433 | 379
105 | Building | -274 | 447
688 | Building | -456 | -136
784 | Building | -210 | 474
760 | Building | 195 | -41
881 | Building | 500 | -320
510 | Building | -49 | -395
636 | Building | -184 | 279
598 | Building | -287 | 166
837 | Building | 353 | 406
957 | Building | 22 | 223
678 | Building | -464 | -190
968 | Building | -5 | -449
935 | Building | 84 | -114
614 | Building | -269 | 482
534 | Building | 241 | -452
827 | Building | 228 | 450
233 | Building | 324 | -109
695 | Building | -342 | -223
938 | Building | -24 | 366
539 | Building | -211 | -380
681 | Building | -39 | -176
758 | Building | 406 | 245
191 | Building | -205 | 500
656 | Building | -442 | -475
941 | Building | 356 | -464
846 | Building | 181 | 414
747 | Building | 292 | 300
853 | Building | -74 | -70
911 | Building | -188 | -68
33 | Building | -4 | -67
548 | Building | -187 | -27
252 | Building | 464 | 47
60 | Building | 381 | -426
341 | Building | 482 | -385
554 | Building | -365 | -352
133 | Building | -62 | -291
849 | Building | 347 | 283
522 | Building | 443 | -448
288 | Building | 289 | 410
498 | Building | -315 | -242
418 | Building | -317 | -125
724 | Building | -253 | 305
612 | Building | 299 | 142
198 | Building | -145 | 30
30 | Building | 312 | 62
268 | Building | -415 | 328
382 | Building | -134 | 167
914 | Building | -164 | 225
671 | Building | 173 | -267
591 | Building | -459 | 59
649 | Building | -85 | 295
754 | Building | -189 | 262
424 | Building | -406 | -185
489 | Building | 128 | -405
401 | Building | 394 | -98
603 | Building | 281 | -251
344 | Building | -408 | -382
59 | Building | -316 | 455
566 | Building | -271 | 488
946 | Building | -46 | 448
958 | Building | -129 | 137
633 | Building | -236 | -233
936 | Building | 237 | 31
532 | Building | 139 | 77
703 | Building | 397 | 115
417 | Building | 474 | 430
11 | Building | 368 | 313
561 | Building | 358 | 479
381 | Building | -177 | 38
692 | Building | -417 | -296
253 | Building | 277 | -61
127 | Building | 440 | 64
503 | Building | 27 | 54
661 | Building | 204 | 308
526 | Building | -386 | -273
797 | Building | -215 | 429
663 | Building | -346 | 497
149 | Building | 79 | 230
304 | Building | 7 | -397
167 | Building | 361 | 351
28 | Building | -115 | 349
109 | Building | -455 | -164
223 | Building | -3 | 408
631 | Building | -216 | 399
653 | Building | -88 | 306
338 | Building | -7 | 316
676 | Building | -217 | 152
700 | Building | 340 | -3
321 | Building | 379 | -309
882 | Building | -490 | -217
54 | Building | 280 | -142
638 | Building | 39 | -445
865 | Building | -20 | -455
77 | Building | 449 | -54
355 | Building | -363 | 490
6 | Building | 243 | 231
991 | Building | -331 | -333
163 | Building | 249 | 446
132 | Building | -59 | 356
493 | Building | -198 | 358
594 | Building | -273 | 239
76 | Building | -352 | 381
749 | Building | -152 | -336
56 | Building | 476 | -230
920 | Building | 107 | -239
184 | Building | 76 | 271
101 | Building | 172 | 69
482 | Building | 175 | 153
764 | Building | 42 | -473
871 | Building | 226 | -408
766 | Building | 359 | 499
319 | Building | 134 | -192
599 | Building | -186 | -415
246 | Building | 380 | -193
900 | Building | 207 | -219
568 | Building | -230 | -4
152 | Building | 360 | -471
182 | Building | 307 | 100
428 | Building | 50 | -167
945 | Building | -469 | 243
83 | Building | 52 | -368
996 | Building | 32 | -129
301 | Building | -462 | -7
655 | Building | 473 | -81
721 | Building | 291 | 395
917 | Building | 357 | 29
495 | Building | 122 | 461
255 | Building | 161 | -472
314 | Building | 216 | -209
266 | Building | -349 | 170
187 | Building | 463 | -146
312 | Building | 490 | -427
265 | Building | -450 | 327
125 | Building | -451 | 107
267 | Building | -270 | -38
99 | Building | 450 | -378
549 | Building | 176 | 42
284 | Building | -396 | 380
172 | Building | 30 | 298
118 | Building | -67 | -128
659 | Building | 253 | 79
654 | Building | 61 | 360
828 | Building | 232 | -188
989 | Building | -191 | -450
793 | Building | 472 | 102
285 | Building | -78 | 468
342 | Building | -70 | 151
864 | Building | -472 | 419
728 | Building | 144 | 11
385 | Building | 461 | -311
979 | Building | -488 | -288
908 | Building | -23 | -447
245 | Building | -51 | 452
307 | Building | -61 | -470
9 | Building | 221 | -112
604 | Building | -111 | 290
608 | Building | 162 | 355
883 | Building | 382 | 444
693 | Building | 454 | -174
969 | Building | 259 | -482
423 | Building | 390 | -280
150 | Building | 435 | 420
209 | Building | -194 | 215
66 | Building | -325 | -111
942 | Building | -337 | 78
995 | Building | 431 | 202
802 | Building | 143 | -295
299 | Building | -283 | -406
# Drogi (id | id_szpitala | id_szpitala | odległość) 
395 | 747 | 751 | 526
35 | 917 | 533 | 469
592 | 505 | 736 | 899
910 | 613 | 267 | 982
675 | 516 | 547 | 683
67 | 570 | 770 | 762
494 | 360 | 15 | 420
270 | 900 | 702 | 104
677 | 423 | 283 | 759
744 | 429 | 307 | 122
378 | 929 | 163 | 889
37 | 696 | 558 | 214
224 | 532 | 183 | 518
293 | 360 | 2 | 929
135 | 181 | 799 | 353
679 | 434 | 767 | 118
438 | 826 | 299 | 588
407 | 741 | 638 | 733
883 | 568 | 861 | 789
566 | 259 | 580 | 64
664 | 448 | 556 | 474
487 | 110 | 876 | 69
435 | 894 | 554 | 360
851 | 619 | 305 | 621
756 | 529 | 370 | 207
856 | 906 | 91 | 870
108 | 558 | 895 | 119
265 | 936 | 315 | 805
652 | 255 | 481 | 534
217 | 554 | 563 | 493
82 | 889 | 222 | 935
823 | 270 | 886 | 361
406 | 204 | 267 | 352
537 | 879 | 868 | 916
150 | 19 | 255 | 243
172 | 726 | 362 | 732
327 | 489 | 852 | 742
511 | 313 | 230 | 287
714 | 332 | 586 | 145
909 | 136 | 743 | 904
819 | 558 | 176 | 987
95 | 104 | 892 | 924
857 | 357 | 457 | 178
646 | 5 | 75 | 708
978 | 893 | 81 | 273
237 | 886 | 568 | 562
698 | 659 | 105 | 282
908 | 818 | 525 | 164
302 | 296 | 169 | 21
390 | 106 | 705 | 257
929 | 435 | 343 | 135
513 | 850 | 479 | 753
169 | 109 | 22 | 681
381 | 468 | 266 | 372
222 | 388 | 315 | 775
215 | 77 | 545 | 701
569 | 317 | 521 | 674
550 | 679 | 791 | 647
90 | 360 | 891 | 197
45 | 296 | 281 | 461
88 | 972 | 661 | 891
230 | 391 | 161 | 884
75 | 107 | 39 | 532
362 | 821 | 805 | 796
921 | 308 | 760 | 608
630 | 910 | 593 | 306
266 | 514 | 603 | 912
328 | 957 | 465 | 760
480 | 629 | 553 | 861
162 | 696 | 83 | 677
443 | 754 | 128 | 255
654 | 475 | 176 | 804
791 | 143 | 716 | 5
181 | 950 | 476 | 855
122 | 677 | 937 | 77
860 | 454 | 514 | 333
596 | 140 | 853 | 159
180 | 115 | 239 | 558
750 | 44 | 900 | 299
979 | 617 | 839 | 161
350 | 481 | 777 | 229
848 | 718 | 695 | 871
638 | 925 | 667 | 574
525 | 548 | 333 | 451
349 | 688 | 358 | 75
853 | 43 | 971 | 781
449 | 342 | 668 | 332
727 | 496 | 295 | 13
256 | 352 | 143 | 652
852 | 135 | 392 | 721
928 | 832 | 780 | 4
496 | 693 | 680 | 887
400 | 506 | 219 | 408
684 | 874 | 558 | 112
97 | 338 | 150 | 397
249 | 147 | 251 | 618
437 | 913 | 167 | 8
165 | 904 | 805 | 663
8 | 732 | 18 | 307
564 | 12 | 308 | 183
412 | 72 | 224 | 856
829 | 909 | 866 | 572
977 | 353 | 960 | 551
680 | 321 | 21 | 598
728 | 998 | 582 | 654
527 | 24 | 162 | 460
242 | 3 | 727 | 186
834 | 194 | 263 | 628
261 | 839 | 559 | 380
277 | 375 | 763 | 617
843 | 154 | 992 | 527
842 | 266 | 513 | 9
632 | 117 | 404 | 915
149 | 441 | 817 | 644
273 | 423 | 739 | 54
966 | 252 | 32 | 175
445 | 213 | 771 | 184
77 | 729 | 143 | 754
397 | 736 | 509 | 362
785 | 921 | 28 | 963
643 | 982 | 575 | 739
441 | 76 | 999 | 208
901 | 750 | 463 | 115
482 | 568 | 368 | 268
854 | 81 | 394 | 846
767 | 655 | 522 | 369
295 | 578 | 708 | 637
422 | 267 | 129 | 806
96 | 204 | 108 | 462
996 | 811 | 897 | 780
642 | 976 | 198 | 770
880 | 359 | 909 | 841
884 | 382 | 72 | 911
997 | 537 | 784 | 545
667 | 753 | 515 | 758
660 | 734 | 978 | 298
670 | 731 | 807 | 61
298 | 913 | 799 | 944
751 | 721 | 478 | 537
17 | 98 | 830 | 833
548 | 135 | 431 | 212
41 | 657 | 255 | 710
259 | 767 | 562 | 658
528 | 625 | 398 | 818
798 | 577 | 198 | 447
789 | 197 | 477 | 262
29 | 571 | 840 | 629
127 | 430 | 541 | 660
742 | 822 | 987 | 886
523 | 511 | 113 | 91
835 | 200 | 794 | 890
403 | 151 | 804 | 672
517 | 616 | 246 | 140
200 | 503 | 651 | 508
24 | 562 | 879 | 7
100 | 890 | 751 | 835
1 | 534 | 294 | 840
479 | 52 | 573 | 859
297 | 277 | 504 | 444
939 | 287 | 142 | 203
115 | 939 | 580 | 522
984 | 26 | 696 | 726
593 | 554 | 756 | 242
992 | 183 | 881 | 1000
219 | 625 | 189 | 37
560 | 837 | 999 | 792
985 | 366 | 488 | 918
59 | 228 | 27 | 141
565 | 718 | 63 | 930
102 | 318 | 246 | 371
567 | 624 | 496 | 639
196 | 265 | 950 | 950
255 | 688 | 501 | 787
673 | 251 | 477 | 903
617 | 985 | 664 | 314
245 | 964 | 151 | 16
240 | 884 | 221 | 814
810 | 971 | 421 | 72
325 | 212 | 609 | 399
703 | 839 | 455 | 897
101 | 972 | 363 | 949
700 | 474 | 705 | 932
784 | 954 | 325 | 171
502 | 335 | 364 | 768
83 | 445 | 793 | 431
202 | 444 | 601 | 42
694 | 23 | 146 | 192
125 | 333 | 323 | 342
772 | 450 | 424 | 237
66 | 225 | 496 | 586
492 | 561 | 3 | 528
352 | 366 | 921 | 881
614 | 993 | 18 | 418
609 | 539 | 645 | 249
159 | 720 | 949 | 59
704 | 314 | 173 | 456
753 | 512 | 162 | 706
16 | 589 | 936 | 304
247 | 920 | 805 | 602
913 | 781 | 818 | 190
838 | 934 | 996 | 395
63 | 973 | 910 | 523
612 | 255 | 416 | 157
735 | 352 | 491 | 482
604 | 566 | 8 | 309
808 | 395 | 620 | 201
676 | 728 | 225 | 938
306 | 467 | 322 | 503
571 | 380 | 5 | 854
520 | 174 | 108 | 624
76 | 842 | 583 | 470
726 | 318 | 467 | 700
786 | 946 | 651 | 824
716 | 269 | 690 | 155
121 | 517 | 869 | 71
345 | 750 | 45 | 822
553 | 273 | 752 | 698
968 | 41 | 800 | 596
817 | 769 | 723 | 24
241 | 944 | 555 | 571
429 | 779 | 393 | 823
658 | 842 | 670 | 589
134 | 581 | 200 | 105
935 | 682 | 812 | 288
361 | 94 | 968 | 254
837 | 167 | 933 | 664
426 | 72 | 34 | 548
899 | 243 | 490 | 402
803 | 821 | 945 | 705
881 | 630 | 606 | 600
213 | 555 | 910 | 673
344 | 870 | 292 | 106
563 | 376 | 99 | 401
414 | 381 | 808 | 445
858 | 250 | 141 | 957
611 | 651 | 561 | 909
78 | 76 | 934 | 468
309 | 29 | 901 | 867
228 | 150 | 675 | 479
757 | 924 | 707 | 942
334 | 903 | 320 | 956
897 | 902 | 371 | 240
616 | 764 | 270 | 529
796 | 592 | 579 | 96
590 | 81 | 836 | 131
765 | 177 | 895 | 575
335 | 857 | 800 | 752
371 | 120 | 751 | 335
708 | 329 | 291 | 819
649 | 547 | 396 | 128
705 | 854 | 663 | 496
432 | 216 | 96 | 146
418 | 472 | 416 | 895
965 | 176 | 472 | 491
138 | 768 | 45 | 883
866 | 775 | 61 | 553
104 | 797 | 275 | 761
912 | 198 | 4 | 549
446 | 346 | 43 | 272
153 | 551 | 856 | 731
993 | 906 | 460 | 359
107 | 858 | 866 | 224
380 | 131 | 613 | 40
23 | 496 | 9 | 356
813 | 605 | 971 | 936
661 | 917 | 346 | 250
30 | 272 | 383 | 152
987 | 38 | 362 | 910
19 | 129 | 825 | 613
393 | 827 | 823 | 95
988 | 168 | 843 | 331
941 | 482 | 562 | 500
572 | 286 | 274 | 124
505 | 223 | 846 | 60
31 | 769 | 152 | 651
34 | 58 | 273 | 991
943 | 64 | 104 | 393
738 | 663 | 836 | 113
440 | 978 | 177 | 812
886 | 305 | 897 | 965
905 | 503 | 994 | 256
828 | 991 | 506 | 712
925 | 922 | 180 | 879
554 | 225 | 927 | 791
719 | 923 | 506 | 828
849 | 32 | 615 | 473
779 | 979 | 626 | 717
132 | 384 | 26 | 928
980 | 405 | 306 | 994
460 | 924 | 175 | 737
762 | 590 | 359 | 785
770 | 309 | 723 | 844
32 | 679 | 22 | 458
627 | 362 | 525 | 405
991 | 225 | 635 | 946
844 | 583 | 793 | 592
491 | 972 | 174 | 486
586 | 748 | 286 | 28
903 | 308 | 613 | 704
736 | 88 | 343 | 585
343 | 895 | 741 | 438
878 | 685 | 375 | 920
392 | 737 | 387 | 310
717 | 81 | 905 | 139
657 | 998 | 825 | 213
621 | 416 | 245 | 748
669 | 404 | 169 | 275
485 | 960 | 841 | 387
691 | 194 | 822 | 489
486 | 464 | 51 | 837
330 | 967 | 979 | 65
807 | 452 | 664 | 174
964 | 724 | 589 | 877
615 | 241 | 621 | 15
777 | 78 | 385 | 972
235 | 163 | 902 | 584
238 | 58 | 76 | 404
250 | 234 | 419 | 630
294 | 334 | 694 | 63
424 | 18 | 613 | 679
320 | 310 | 884 | 89
702 | 748 | 646 | 860
70 | 339 | 899 | 669
697 | 823 | 41 | 506
972 | 646 | 375 | 691
562 | 686 | 836 | 376
907 | 863 | 57 | 979
721 | 850 | 161 | 430
656 | 143 | 824 | 604
468 | 263 | 405 | 390
606 | 775 | 544 | 366
417 | 600 | 758 | 98
346 | 58 | 754 | 832
307 | 295 | 111 | 46
636 | 500 | 629 | 478
618 | 399 | 235 | 990
994 | 47 | 868 | 10
983 | 727 | 603 | 6
519 | 800 | 114 | 722
204 | 517 | 850 | 481
589 | 994 | 660 | 809
315 | 873 | 415 | 419
776 | 473 | 81 | 19
463 | 6 | 981 | 977
313 | 78 | 75 | 173
961 | 887 | 850 | 795
543 | 668 | 970 | 328
506 | 633 | 691 | 999
358 | 548 | 394 | 811
975 | 212 | 76 | 934
477 | 677 | 318 | 384
263 | 866 | 759 | 902
11 | 750 | 130 | 36
549 | 53 | 387 | 181
575 | 58 | 619 | 43
489 | 564 | 738 | 271
382 | 351 | 373 | 354
830 | 645 | 576 | 793
119 | 998 | 640 | 695
404 | 889 | 966 | 850
462 | 805 | 281 | 808
33 | 973 | 240 | 676
183 | 622 | 87 | 168
805 | 911 | 291 | 293
801 | 722 | 763 | 869
644 | 163 | 136 | 312
231 | 781 | 536 | 321
724 | 315 | 101 | 612
689 | 344 | 946 | 102
425 | 281 | 26 | 450
420 | 110 | 314 | 330
937 | 113 | 674 | 507
730 | 226 | 475 | 51
48 | 371 | 414 | 983
87 | 16 | 225 | 714
359 | 479 | 773 | 410
282 | 0 | 563 | 260
641 | 617 | 796 | 274
722 | 291 | 495 | 187
687 | 780 | 197 | 925
839 | 605 | 468 | 3
934 | 80 | 278 | 728
7 | 419 | 384 | 693
950 | 551 | 763 | 921
561 | 812 | 515 | 643
391 | 860 | 456 | 511
467 | 610 | 683 | 564
272 | 462 | 469 | 127
845 | 112 | 225 | 427
342 | 263 | 510 | 638
243 | 827 | 557 | 18
136 | 178 | 349 | 995
469 | 328 | 752 | 723
72 | 71 | 326 | 970
707 | 597 | 253 | 370
451 | 255 | 696 | 443
963 | 167 | 191 | 797
117 | 370 | 368 | 158
745 | 632 | 275 | 33
430 | 974 | 472 | 716
918 | 846 | 261 | 47
415 | 932 | 256 | 773
558 | 751 | 620 | 348
68 | 8 | 848 | 702
755 | 185 | 385 | 302
818 | 767 | 535 | 85
464 | 62 | 366 | 535
940 | 300 | 956 | 38
605 | 831 | 803 | 831
